farm,season,biomass,plot,trt,paddock,pregraze_g,pregraze_mg_ha,pregraze_tons_acre,postgraze_g,postgraze_mg_ha,postgraze_tons_acre,fifference_mg_ha,perc_grazed,CP,ADF,NDF,RFV
Anderson,Summer 2020,Grain,104,Grazed,1,32.3,0.556896552,0.248375862,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anderson,Summer 2020,Grain,105,Grazed,1,49.5,0.853448276,0.380637931,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anderson,Summer 2020,Grain,106,Grazed,1,29.8,0.513793103,0.229151724,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anderson,Summer 2020,Grain,201,Enclosed,2,70.3,1.212068966,0.540582759,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anderson,Summer 2020,Grain,202,Enclosed,2,79,1.362068966,0.607482759,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anderson,Summer 2020,Grain,203,Enclosed,2,67.5,1.163793103,0.519051724,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anderson,Summer 2020,Grain,204,Grazed,2,48.7,0.839655172,0.374486207,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anderson,Summer 2020,Grain,205,Grazed,2,40.9,0.705172414,0.314506897,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anderson,Summer 2020,Grain,206,Grazed,2,47.2,0.813793103,0.362951724,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anderson,Summer 2020,Grain,301,Enclosed,3,42.9,0.739655172,0.329886207,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anderson,Summer 2020,Grain,302,Enclosed,3,59.5,1.025862069,0.457534483,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anderson,Summer 2020,Grain,303,Enclosed,3,57.3,0.987931034,0.440617241,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anderson,Summer 2020,Grain,304,Grazed,3,52.5,0.905172414,0.403706897,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anderson,Summer 2020,Grain,305,Grazed,3,27.2,0.468965517,0.209158621,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anderson,Summer 2020,Grain,306,Grazed,3,42.6,0.734482759,0.32757931,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anderson,Summer 2020,Straw,101,Enclosed,1,432.7,7.460344828,3.327313793,NA,NA,NA,NA,NA,1.936289318,72.98735014,42.27462,71.33197983
Anderson,Summer 2020,Straw,102,Enclosed,1,421.4,7.265517241,3.24042069,NA,NA,NA,NA,NA,1.76358195,75.29138325,45.15348,66.37831645
Anderson,Summer 2020,Straw,103,Enclosed,1,483.2,8.331034483,3.715641379,NA,NA,NA,NA,NA,2.328940226,71.65553299,42.203442,72.72976548
Anderson,Summer 2020,Straw,104,Grazed,1,281.9,4.860344828,2.167713793,NA,NA,NA,NA,NA,2.601389261,70.22847744,40.895712,75.55702629
Anderson,Summer 2020,Straw,105,Grazed,1,312,5.379310345,2.399172414,NA,NA,NA,NA,NA,3.0361184,70.90922496,40.6028,75.13099772
Anderson,Summer 2020,Straw,106,Grazed,1,256.2,4.417241379,1.970089655,NA,NA,NA,NA,NA,1.960658098,68.89805787,42.150025,75.69677782
Anderson,Summer 2020,Straw,201,Enclosed,2,658.7,11.35689655,5.065175862,NA,NA,NA,NA,NA,2.463488078,69.66096944,42.76382,74.22926059
Anderson,Summer 2020,Straw,202,Enclosed,2,680.4,11.73103448,5.232041379,NA,NA,NA,NA,NA,2.469872048,72.91062284,43.40466,70.28391074
Anderson,Summer 2020,Straw,203,Enclosed,2,701.7,12.09827586,5.395831034,NA,NA,NA,NA,NA,2.778604416,67.78912678,40.66736,78.52000348
Anderson,Summer 2020,Straw,204,Grazed,2,351.3,6.056896552,2.701375862,NA,NA,NA,NA,NA,3.096226734,72.0617435,44.407674,70.10321894
Anderson,Summer 2020,Straw,205,Grazed,2,324.4,5.593103448,2.494524138,NA,NA,NA,NA,NA,3.035642434,68.18588608,39.373983,79.43765926
Anderson,Summer 2020,Straw,206,Grazed,2,350.9,6.05,2.6983,NA,NA,NA,NA,NA,3.043814928,72.47969001,40.759376,73.34654052
Anderson,Summer 2020,Straw,301,Enclosed,3,499.6,8.613793103,3.841751724,NA,NA,NA,NA,NA,2.395659446,75.98959168,45.553332,65.38711199
Anderson,Summer 2020,Straw,302,Enclosed,3,472.3,8.143103448,3.631824138,NA,NA,NA,NA,NA,2.557302219,74.45092926,45.562258,66.7297664
Anderson,Summer 2020,Straw,303,Enclosed,3,462.2,7.968965517,3.554158621,NA,NA,NA,NA,NA,3.780200299,66.91928351,43.027357,76.98505937
Anderson,Summer 2020,Straw,304,Grazed,3,338.8,5.84137931,2.605255172,NA,NA,NA,NA,NA,3.929682739,65.73695304,40.16128,81.5291152
Anderson,Summer 2020,Straw,305,Grazed,3,265.1,4.570689655,2.038527586,NA,NA,NA,NA,NA,3.959324146,65.23119692,39.497024,82.89915347
Anderson,Summer 2020,Straw,306,Grazed,3,348.9,6.015517241,2.68292069,NA,NA,NA,NA,NA,3.514046285,69.11851853,41.474016,76.1640753
Anderson,Summer 2021,Grain,101,Enclosed,1,6.1,0.105172414,0.046906897,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anderson,Summer 2021,Grain,102,Enclosed,2,19.6,0.337931034,0.150717241,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anderson,Summer 2021,Grain,103,Enclosed,3,25,0.431034483,0.192241379,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anderson,Summer 2021,Grain,104,Grazed,4,5.9,0.101724138,0.045368966,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anderson,Summer 2021,Grain,105,Grazed,5,10.8,0.186206897,0.083048276,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anderson,Summer 2021,Grain,106,Grazed,6,6.1,0.105172414,0.046906897,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anderson,Summer 2021,Grain,201,Enclosed,1,55.3,0.953448276,0.425237931,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anderson,Summer 2021,Grain,202,Enclosed,2,52.5,0.905172414,0.403706897,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anderson,Summer 2021,Grain,203,Enclosed,3,45.6,0.786206897,0.350648276,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anderson,Summer 2021,Grain,204,Grazed,4,35.7,0.615517241,0.27452069,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anderson,Summer 2021,Grain,205,Grazed,5,34.8,0.6,0.2676,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anderson,Summer 2021,Grain,206,Grazed,6,53.8,0.927586207,0.413703448,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anderson,Summer 2021,Grain,301,Enclosed,1,56.2,0.968965517,0.432158621,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anderson,Summer 2021,Grain,302,Enclosed,2,38.1,0.656896552,0.292975862,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anderson,Summer 2021,Grain,303,Enclosed,3,58.2,1.003448276,0.447537931,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anderson,Summer 2021,Grain,304,Grazed,4,53.3,0.918965517,0.409858621,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anderson,Summer 2021,Grain,305,Grazed,5,66.8,1.151724138,0.513668966,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anderson,Summer 2021,Grain,306,Grazed,6,39.9,0.687931034,0.306817241,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anderson,Summer 2021,Straw,101,Enclosed,1,253.1,4.363793103,1.946251724,NA,NA,NA,NA,NA,3.43429632,64.97127936,39.74256,82.95693518
Anderson,Summer 2021,Straw,102,Enclosed,2,292,5.034482759,2.24537931,NA,NA,NA,NA,NA,3.964712858,65.791377,39.09792,82.63289767
Anderson,Summer 2021,Straw,103,Enclosed,3,275.5,4.75,2.1185,NA,NA,NA,NA,NA,4.481896782,62.06509695,37.733839,89.18668757
Anderson,Summer 2021,Straw,104,Grazed,4,197.1,3.398275862,1.515631034,NA,NA,NA,NA,NA,5.329391262,58.47787908,33.527625,99.86997287
Anderson,Summer 2021,Straw,105,Grazed,5,176.3,3.039655172,1.355686207,NA,NA,NA,NA,NA,5.417876448,63.52897061,34.924128,90.33652506
Anderson,Summer 2021,Straw,106,Grazed,6,192.1,3.312068966,1.477182759,NA,NA,NA,NA,NA,4.756473634,61.06307135,35.826492,92.9137105
Anderson,Summer 2021,Straw,201,Enclosed,1,321.6,5.544827586,2.472993103,NA,NA,NA,NA,NA,3.352811767,66.47082377,39.828722,80.99154134
Anderson,Summer 2021,Straw,202,Enclosed,2,268.8,4.634482759,2.06697931,NA,NA,NA,NA,NA,4.094829422,64.58582886,40.833144,82.22839294
Anderson,Summer 2021,Straw,203,Enclosed,3,243,4.189655172,1.868586207,NA,NA,NA,NA,NA,4.739119522,64.39367067,39.389167,84.09874477
Anderson,Summer 2021,Straw,204,Grazed,4,243.8,4.203448276,1.874737931,NA,NA,NA,NA,NA,3.313058263,62.23816594,37.82248,88.83547493
Anderson,Summer 2021,Straw,205,Grazed,5,270,4.655172414,2.076206897,NA,NA,NA,NA,NA,2.944311586,63.18878227,39.344283,85.75381902
Anderson,Summer 2021,Straw,206,Grazed,6,354.5,6.112068966,2.725982759,NA,NA,NA,NA,NA,2.644943468,66.50143576,41.62056,79.00173375
Anderson,Summer 2021,Straw,301,Enclosed,1,364.4,6.282758621,2.802110345,NA,NA,NA,NA,NA,3.209778477,65.3238023,41.504176,80.55505523
Anderson,Summer 2021,Straw,302,Enclosed,2,372,6.413793103,2.860551724,NA,NA,NA,NA,NA,3.4567493,60.53675858,36.073323,93.42604442
Anderson,Summer 2021,Straw,303,Enclosed,3,421.4,7.265517241,3.24042069,NA,NA,NA,NA,NA,3.193190303,66.8535521,41.26914,78.96655073
Anderson,Summer 2021,Straw,304,Grazed,4,396,6.827586207,3.045103448,NA,NA,NA,NA,NA,2.63671875,65.13574219,40.696875,81.68577626
Anderson,Summer 2021,Straw,305,Grazed,5,404.9,6.981034483,3.113541379,NA,NA,NA,NA,NA,2.44585289,70.34951322,43.848168,72.38578657
Anderson,Summer 2021,Straw,306,Grazed,6,372.1,6.415517241,2.86132069,NA,NA,NA,NA,NA,2.645893178,63.17178401,38.51339,86.73002106
Anderson,Summer 2022,Grain,101,Enclosed,1,4.9,0.084482759,0.03767931,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anderson,Summer 2022,Grain,102,Enclosed,2,6.5,0.112068966,0.049982759,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anderson,Summer 2022,Grain,103,Enclosed,3,5.1,0.087931034,0.039217241,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anderson,Summer 2022,Grain,104,Grazed,4,30.8,0.531034483,0.236841379,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anderson,Summer 2022,Grain,105,Grazed,5,25.7,0.443103448,0.197624138,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anderson,Summer 2022,Grain,106,Grazed,6,29.4,0.506896552,0.226075862,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anderson,Summer 2022,Grain,201,Enclosed,1,34.9,0.601724138,0.268368966,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anderson,Summer 2022,Grain,202,Enclosed,2,34.7,0.598275862,0.266831034,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anderson,Summer 2022,Grain,203,Enclosed,3,27.9,0.481034483,0.214541379,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anderson,Summer 2022,Grain,204,Grazed,4,36.9,0.636206897,0.283748276,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anderson,Summer 2022,Grain,205,Grazed,5,42.4,0.731034483,0.326041379,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anderson,Summer 2022,Grain,206,Grazed,6,21.7,0.374137931,0.166865517,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anderson,Summer 2022,Grain,301,Enclosed,1,24.4,0.420689655,0.187627586,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anderson,Summer 2022,Grain,302,Enclosed,2,27.5,0.474137931,0.211465517,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anderson,Summer 2022,Grain,303,Enclosed,3,36.5,0.629310345,0.280672414,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anderson,Summer 2022,Grain,304,Grazed,4,30,0.517241379,0.230689655,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anderson,Summer 2022,Grain,305,Grazed,5,24,0.413793103,0.184551724,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anderson,Summer 2022,Grain,306,Grazed,6,37.5,0.646551724,0.288362069,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anderson,Spring 2022,Forage,101,Enclosed,1,NA,NA,NA,114,1.965517241,0.87662069,NA,NA,NA,NA,NA,NA
Anderson,Spring 2022,Forage,102,Enclosed,2,NA,NA,NA,96.9,1.670689655,0.745127586,NA,NA,NA,NA,NA,NA
Anderson,Spring 2022,Forage,103,Enclosed,3,NA,NA,NA,104,1.793103448,0.799724138,NA,NA,NA,NA,NA,NA
Anderson,Spring 2022,Forage,104,Grazed,4,40.8,0.703448276,0.313737931,27.3,0.470689655,0.209927586,0.232758621,0.330882353,17.657448,20.628295,44.152933,153.4424824
Anderson,Spring 2022,Forage,105,Grazed,5,71.8,1.237931034,0.552117241,33.5,0.577586207,0.257603448,0.660344828,0.533426184,17.284784,21.958112,45.819136,145.7594116
Anderson,Spring 2022,Forage,106,Grazed,6,84.6,1.45862069,0.650544828,62.6,1.079310345,0.481372414,0.379310345,0.260047281,17.211648,23.574912,47.691776,137.5794582
Anderson,Spring 2022,Forage,201,Enclosed,1,153.6,2.648275862,1.181131034,167,2.879310345,1.284172414,-0.231034483,-0.087239583,17.88333,29.858607,54.932721,111.1552441
Anderson,Spring 2022,Forage,202,Enclosed,2,118.9,2.05,0.9143,182.8,3.151724138,1.405668966,-1.101724138,-0.537426409,16.7552,27.42355,53.56615,117.2852016
Anderson,Spring 2022,Forage,203,Enclosed,3,116.2,2.003448276,0.893537931,131.3,2.263793103,1.009651724,-0.260344827,-0.129948365,17.348116,28.13961,51.097074,121.9370669
Anderson,Spring 2022,Forage,204,Grazed,4,57,0.982758621,0.438310345,48.4,0.834482759,0.37217931,0.148275862,0.150877193,15.257336,22.121272,48.373962,137.8168465
Anderson,Spring 2022,Forage,205,Grazed,5,74.8,1.289655172,0.575186207,20.6,0.355172414,0.158406897,0.934482759,0.72459893,NA,NA,NA,NA
Anderson,Spring 2022,Forage,206,Grazed,6,66.4,1.144827586,0.510593103,51.5,0.887931035,0.396017241,0.256896552,0.22439759,16.59933,24.712695,48.018825,134.9253991
Anderson,Spring 2022,Forage,301,Enclosed,1,115.7,1.994827586,0.889693103,192.3,3.315517241,1.47872069,-1.320689655,-0.662057044,18.02237,26.482228,49.29512,128.8307993
Anderson,Spring 2022,Forage,302,Enclosed,2,93.3,1.60862069,0.717444828,134.3,2.315517241,1.03272069,-0.706896551,-0.439442658,16.666952,26.530876,51.158024,124.0705549
Anderson,Spring 2022,Forage,303,Enclosed,3,113.9,1.963793103,0.875851724,216.8,3.737931034,1.667117241,-1.774137931,-0.903424056,15.5316,28.19725,53.54704,116.2800118
Anderson,Spring 2022,Forage,304,Grazed,4,71.7,1.236206897,0.551348276,87,1.5,0.669,-0.263793103,-0.213389121,17.57423,22.517272,44.450282,149.3365263
Anderson,Spring 2022,Forage,305,Grazed,5,87.5,1.50862069,0.672844828,29,0.5,0.223,1.00862069,0.668571429,19.23635,23.716175,46.013275,142.3756962
Anderson,Spring 2022,Forage,306,Grazed,6,84.1,1.45,0.6467,37.8,0.651724138,0.290668966,0.798275862,0.550535077,18.068638,25.013135,47.030242,137.2986281
Anderson,Fall 2022,Forage,101,Enclosed,1,57.8,0.996551724,0.444462069,NA,NA,NA,NA,NA,9.477995931,28.796398,61.44101643,100.6336397
Anderson,Fall 2022,Forage,102,Enclosed,2,64.6,1.113793103,0.496751724,NA,NA,NA,NA,NA,13.89092943,32.8618405,60.55670621,97.24304883
Anderson,Fall 2022,Forage,103,Enclosed,3,70.4,1.213793103,0.541351724,NA,NA,NA,NA,NA,9.167248845,38.246032,66.28177153,82.99026176
Anderson,Fall 2022,Forage,104,Grazed,4,20.9,0.360344828,0.160713793,NA,NA,NA,NA,NA,14.32212788,23.396984,53.4735264,122.944992
Anderson,Fall 2022,Forage,105,Grazed,5,35.7,0.615517241,0.27452069,NA,NA,NA,NA,NA,21.63469293,17.777219,37.59441882,185.7067995
Anderson,Fall 2022,Forage,106,Grazed,6,30.8,0.531034483,0.236841379,NA,NA,NA,NA,NA,17.65744495,19.38432,41.63071876,164.9042016
Anderson,Fall 2022,Forage,201,Enclosed,1,5.6,0.096551724,0.043062069,NA,NA,NA,NA,NA,18.76959917,19.20957,41.66759679,165.0621645
Anderson,Fall 2022,Forage,202,Enclosed,2,10.1,0.174137931,0.077665517,NA,NA,NA,NA,NA,19.70814244,23.890664,43.91320051,148.8966329
Anderson,Fall 2022,Forage,203,Enclosed,3,8,0.137931035,0.061517241,NA,NA,NA,NA,NA,17.75890614,18.598016,38.90087951,177.9409653
Anderson,Fall 2022,Forage,204,Grazed,4,11,0.189655172,0.084586207,NA,NA,NA,NA,NA,12.15230968,24.15415,52.65390804,123.8167193
Anderson,Fall 2022,Forage,205,Grazed,5,17,0.293103448,0.130724138,NA,NA,NA,NA,NA,17.04468432,19.699499,38.32229126,178.5446729
Anderson,Fall 2022,Forage,206,Grazed,6,7.7,0.132758621,0.059210345,NA,NA,NA,NA,NA,18.03375594,17.4033,40.90605723,171.3349014
Anderson,Fall 2022,Forage,301,Enclosed,1,111.4,1.920689655,0.856627586,NA,NA,NA,NA,NA,7.902658373,43.936284,76.60302987,66.39255738
Anderson,Fall 2022,Forage,302,Enclosed,2,38,0.655172414,0.292206897,NA,NA,NA,NA,NA,9.741844585,45.249386,75.48766487,66.11365489
Anderson,Fall 2022,Forage,303,Enclosed,3,43.6,0.751724138,0.335268966,NA,NA,NA,NA,NA,10.29665123,39.297414,68.35085764,79.32710655
Anderson,Fall 2022,Forage,304,Grazed,4,23.6,0.406896552,0.181475862,NA,NA,NA,NA,NA,14.38534974,16.445847,39.12426098,180.9112057
Anderson,Fall 2022,Forage,305,Grazed,5,22.4,0.386206897,0.172248276,NA,NA,NA,NA,NA,23.03251875,15.125466,32.90102561,218.0387588
Anderson,Fall 2022,Forage,306,Grazed,6,25.5,0.439655172,0.196086207,NA,NA,NA,NA,NA,16.08504062,17.635304,40.43190234,172.928373
Anderson,Fall 2021,Forage,101,Enclosed,1,110.2,1.9,0.8474,133.6,2.303448276,1.027337931,-0.403448276,-0.212341198,14.23,30.92,65.87,91.53098598
Anderson,Fall 2021,Forage,102,Enclosed,2,95.9,1.653448276,0.737437931,132.9,2.29137931,1.021955172,-0.637931034,-0.385818561,15.55,29.95,61.54,99.11337682
Anderson,Fall 2021,Forage,103,Enclosed,3,99,1.706896552,0.761275862,,0,0,1.706896552,1,15.06,29.29,58.3,105.4419243
Anderson,Fall 2021,Forage,104,Grazed,4,109.9,1.894827586,0.845093103,,0,0,1.894827586,1,12.7,28.05,61.62,101.2190998
Anderson,Fall 2021,Forage,105,Grazed,5,132.9,2.29137931,1.021955172,65.3,1.125862069,0.502134483,1.165517241,0.508653123,13.11,28.86,60.43,102.2410092
Anderson,Fall 2021,Forage,106,Grazed,6,91.6,1.579310345,0.704372414,,0,0,1.579310345,1,12.73,30.37,60.2,100.8139844
Anderson,Fall 2021,Forage,201,Enclosed,1,72.3,1.246551724,0.555962069,,0,0,1.246551724,1,18.65,28.68,57.05,108.5270448
Anderson,Fall 2021,Forage,202,Enclosed,2,54.7,0.943103448,0.420624138,,0,0,0.943103448,1,16.25,29.11,58.35,105.5751141
Anderson,Fall 2021,Forage,203,Enclosed,3,73.3,1.263793103,0.563651724,102.1,1.760344828,0.785113793,-0.496551725,-0.392905867,18.19,26.58,54.65,116.0776697
Anderson,Fall 2021,Forage,204,Grazed,4,50.8,0.875862069,0.390634483,19.5,0.336206897,0.149948276,0.539655172,0.616141732,16.98,29.3,57.42,107.0452723
Anderson,Fall 2021,Forage,205,Grazed,5,90.5,1.560344828,0.695913793,36,0.620689655,0.276827586,0.939655173,0.602209945,13.91,32.66,63.93,92.33625441
Anderson,Fall 2021,Forage,206,Grazed,6,87.6,1.510344828,0.673613793,,0,0,1.510344828,1,14.71,27.3,55.81,112.7301517
Anderson,Fall 2021,Forage,301,Enclosed,1,34.8,0.6,0.2676,45.3,0.781034483,0.348341379,-0.181034483,-0.301724138,16.78,32.85,61.93,95.09588846
Anderson,Fall 2021,Forage,302,Enclosed,2,24,0.413793103,0.184551724,,0,0,0.413793103,1,15.64,27.25,58.36,107.86657
Anderson,Fall 2021,Forage,303,Enclosed,3,51.9,0.894827586,0.399093103,,0,0,0.894827586,1,15.9,31.23,59.92,100.2450244
Anderson,Fall 2021,Forage,304,Grazed,4,88.6,1.527586207,0.681303448,26,0.448275862,0.199931035,1.079310345,0.706546275,19.4,24.07,49.05,133.0383709
Anderson,Fall 2021,Forage,305,Grazed,5,22.8,0.393103448,0.175324138,41.1,0.70862069,0.316044828,-0.315517241,-0.802631579,12.44,26.47,56.51,112.3980855
Anderson,Fall 2021,Forage,306,Grazed,6,64.8,1.117241379,0.498289655,4,0.068965517,0.030758621,1.048275862,0.938271605,15.59,28.14,60.78,102.510679